sample_date,sample_id,state,location_type,water_source,season,ph,turbidity_ntu,tds_mg_l,dissolved_oxygen_mg_l,bod_mg_l,fecal_coliform_mpn,total_coliform_mpn,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,hardness_mg_l,temperature_c,arsenic_ug_l,iron_mg_l,population_served,sanitation_access_percent,cholera_outbreak,typhoid_outbreak,dysentery_outbreak,hepatitis_a_outbreak,overall_outbreak
2024-03-16 16:56:42.466831120,WQ009056,Arunachal Pradesh,Urban,Spring,Pre-Monsoon,7.36,7.08,502.75,8.11,3.25,11.67,29.42,17.01,2.1,109.39,115.11,20.64,31.26,1.26,100,60,0,0,0,0,0
2024-03-16 18:06:47.547169816,WQ009057,Arunachal Pradesh,Rural,Spring,Winter,6.87,8.77,195.65,6.56,1.24,4.64,10.03,12.51,0.85,31.69,174.56,14.84,10.54,0.3,200,40,0,0,0,0,0
2024-03-16 19:16:52.627508504,WQ009058,Assam,Rural,Hand Pump,Post-Monsoon,7.66,7.11,358.35,4.86,2.21,34.17,112.61,5.96,0.76,28.27,62.71,31.03,4.65,0.49,200,40,0,0,0,0,0
2024-03-16 20:26:57.707847192,WQ009059,Assam,Rural,River,Post-Monsoon,7.5,9.86,284.3,4.18,1.33,5.63,19.57,6.24,0.63,38.96,104.46,28.87,3.4,0.37,100,60,0,0,0,0,0
2024-03-16 21:37:02.788185880,WQ009060,Assam,Rural,Hand Pump,Monsoon,6.79,5.73,387.16,9.21,2.0,24.17,57.9,13.86,1.13,5.0,126.95,23.79,7.87,0.74,2000,20,0,0,0,1,1
2024-03-16 22:47:07.868524568,WQ009061,Arunachal Pradesh,Rural,River,Post-Monsoon,5.49,4.96,384.79,7.46,2.5,21.13,47.09,7.28,0.05,95.1,40.59,28.81,6.49,1.03,100,80,0,0,0,0,0
2024-03-16 23:57:12.948863256,WQ009062,Arunachal Pradesh,Rural,Hand Pump,Monsoon,6.93,13.92,321.34,6.81,0.5,163.43,500.03,18.85,0.22,42.53,64.61,24.78,5.67,0.41,2000,40,1,1,1,1,1
2024-03-17 01:07:18.029201952,WQ009063,Mizoram,Rural,River,Pre-Monsoon,8.16,0.66,389.06,6.66,3.46,2.69,5.41,6.19,0.67,50.81,72.55,32.14,1.01,0.39,50,80,0,0,0,0,0
2024-03-17 02:17:23.109540640,WQ009064,Meghalaya,Rural,Hand Pump,Monsoon,6.16,3.4,352.68,5.29,3.81,51.54,164.54,33.2,0.88,77.72,70.36,20.68,13.28,1.02,200,60,0,0,0,0,0
2024-03-17 03:27:28.189879328,WQ009065,Tripura,Rural,Stream,Monsoon,7.37,6.41,157.82,8.96,0.5,81.13,234.6,8.14,0.96,62.79,82.22,19.85,2.27,0.18,200,20,1,1,1,1,1
2024-03-17 04:37:33.270218016,WQ009066,Tripura,Rural,Pond,Monsoon,7.28,0.86,518.92,9.81,0.5,194.28,673.03,6.59,2.16,19.51,77.19,25.66,6.28,0.06,50,40,1,1,1,1,1
2024-03-17 05:47:38.350556704,WQ009067,Assam,Rural,Pond,Winter,7.24,1.86,562.74,4.91,3.88,32.02,96.38,12.91,0.45,65.93,50.96,16.76,2.13,0.79,100,40,0,0,0,0,0
2024-03-17 06:57:43.430895392,WQ009068,Tripura,Rural,Spring,Post-Monsoon,7.14,5.17,226.8,9.61,8.49,0.95,2.41,23.59,0.14,56.4,202.1,28.62,3.71,1.29,100,80,0,0,0,0,0
2024-03-17 08:07:48.511234080,WQ009069,Assam,Urban,Stream,Post-Monsoon,7.45,5.46,133.23,8.37,2.06,3.13,8.42,0.95,0.14,96.32,100.06,28.34,6.9,0.64,100,20,0,0,0,0,0
2024-03-17 09:17:53.591572776,WQ009070,Assam,Rural,River,Winter,7.33,2.01,525.4,5.26,6.3,25.39,64.34,2.35,0.48,91.72,105.67,17.58,6.67,0.01,100,60,0,0,0,0,0
2024-03-17 10:27:58.671911464,WQ009071,Arunachal Pradesh,Urban,Well,Post-Monsoon,8.51,20.49,199.89,9.83,8.09,99.97,308.95,7.15,0.67,5.0,54.32,24.64,8.73,0.19,50,80,0,1,0,0,1
2024-03-17 11:38:03.752250152,WQ009072,Manipur,Rural,River,Monsoon,7.37,11.02,531.21,7.74,0.63,64.48,204.36,3.43,0.48,52.22,43.02,24.87,7.5,0.05,200,60,0,0,0,0,0
2024-03-17 12:48:08.832588840,WQ009073,Meghalaya,Rural,River,Post-Monsoon,7.57,7.1,513.03,4.13,2.53,35.69,83.12,10.41,0.69,34.7,113.39,31.74,1.95,0.36,200,80,0,0,0,0,0
2024-03-17 13:58:13.912927528,WQ009074,Tripura,Rural,Hand Pump,Winter,7.85,0.22,327.87,7.37,0.5,46.23,124.4,37.99,0.2,17.39,39.63,17.24,12.94,1.53,2000,80,0,0,0,0,0
2024-03-17 15:08:18.993266216,WQ009075,Meghalaya,Rural,Hand Pump,Monsoon,7.17,8.92,325.39,7.92,5.97,27.08,65.62,1.99,0.34,76.33,89.88,26.75,23.28,0.31,1000,20,0,1,0,1,1
2024-03-17 16:18:24.073604912,WQ009076,Manipur,Rural,River,Post-Monsoon,5.34,5.47,210.92,5.51,2.06,21.38,52.51,12.06,0.26,55.35,69.93,25.76,14.56,0.03,100,40,0,0,0,0,0
2024-03-17 17:28:29.153943600,WQ009077,Mizoram,Rural,Well,Pre-Monsoon,6.91,2.62,359.22,6.87,8.93,8.66,27.55,22.69,0.41,14.37,118.39,22.29,11.56,0.31,100,20,0,1,0,0,1
2024-03-17 18:38:34.234282288,WQ009078,Manipur,Rural,Hand Pump,Pre-Monsoon,6.5,1.32,418.73,5.2,1.19,35.31,73.79,18.03,0.46,38.64,41.97,25.14,0.13,0.8,2000,60,0,0,0,0,0
2024-03-17 19:48:39.314620976,WQ009079,Manipur,Rural,Stream,Winter,7.26,1.57,400.69,7.9,0.5,98.31,281.27,2.43,0.64,60.17,132.7,17.82,4.66,0.89,50,40,0,0,0,1,1
2024-03-17 20:58:44.394959664,WQ009080,Assam,Rural,Spring,Pre-Monsoon,6.55,4.4,435.72,7.28,0.95,11.6,30.41,7.52,0.02,54.69,120.77,27.24,0.65,0.21,100,100,0,0,0,0,0
2024-03-17 22:08:49.475298352,WQ009081,Meghalaya,Rural,River,Monsoon,7.07,1.29,498.41,5.85,1.14,125.05,334.11,14.83,0.81,5.0,163.99,31.25,0.8,0.07,100,60,1,1,0,0,1
2024-03-17 23:18:54.555637040,WQ009082,Tripura,Rural,Stream,Winter,6.66,1.87,343.38,9.33,1.9,79.59,236.22,6.92,1.21,109.25,98.09,22.25,0.03,0.09,100,20,0,0,0,0,0
2024-03-18 00:28:59.635975736,WQ009083,Meghalaya,Rural,River,Post-Monsoon,8.36,8.9,744.89,1.38,0.5,70.82,196.5,5.91,1.28,16.28,106.66,29.58,9.14,0.46,200,60,0,0,0,0,0
2024-03-18 01:39:04.716314424,WQ009084,Manipur,Rural,River,Monsoon,7.92,4.23,412.82,8.7,3.16,14.88,36.56,12.64,0.46,24.0,67.76,26.08,0.99,0.03,1000,40,0,0,0,0,0
2024-03-18 02:49:09.796653112,WQ009085,Meghalaya,Urban,Spring,Monsoon,5.44,2.18,405.74,7.73,0.5,48.38,161.98,0.5,0.57,50.18,15.0,31.09,13.72,1.48,200,40,1,0,0,0,1
2024-03-18 03:59:14.876991800,WQ009086,Assam,Rural,Stream,Winter,7.26,0.61,404.72,5.66,0.74,10.87,30.21,1.28,0.45,14.89,15.0,20.34,8.79,0.59,50,40,0,0,0,0,0
2024-03-18 05:09:19.957330488,WQ009087,Meghalaya,Rural,Pond,Monsoon,6.23,78.5,406.66,4.97,0.5,60.18,186.8,22.53,0.31,29.66,133.48,24.17,0.74,1.1,100,20,1,1,1,1,1
2024-03-18 06:19:25.037669176,WQ009088,Arunachal Pradesh,Rural,Well,Pre-Monsoon,7.2,0.64,405.87,3.59,2.17,50.65,171.95,7.05,0.06,5.0,115.96,23.66,1.09,0.91,500,60,0,0,0,0,0
2024-03-18 07:29:30.118007872,WQ009089,Assam,Rural,Hand Pump,Monsoon,7.07,9.94,496.4,2.41,0.68,27.36,95.54,1.51,0.1,5.0,98.17,23.39,31.44,0.26,200,40,0,0,0,0,0
2024-03-18 08:39:35.198346560,WQ009090,Nagaland,Rural,Spring,Winter,5.98,5.01,50.0,5.92,2.57,69.42,180.91,18.06,0.13,76.23,61.76,17.06,5.39,0.26,1000,80,0,0,0,0,0
2024-03-18 09:49:40.278685248,WQ009091,Meghalaya,Rural,Pond,Post-Monsoon,6.22,23.38,315.9,5.78,2.33,19.8,43.89,1.88,0.15,5.0,75.16,29.21,2.35,1.34,200,100,0,0,0,0,0
2024-03-18 10:59:45.359023936,WQ009092,Assam,Rural,River,Pre-Monsoon,6.32,15.52,119.36,6.32,4.31,9.48,31.33,17.09,0.8,27.02,15.0,29.55,21.65,0.14,500,20,0,0,0,0,0
2024-03-18 12:09:50.439362624,WQ009093,Tripura,Rural,Pond,Post-Monsoon,6.56,1.9,540.98,3.65,3.35,86.87,231.08,15.18,0.27,5.0,82.6,24.92,11.01,2.83,100,60,1,0,0,0,1
2024-03-18 13:19:55.519701312,WQ009094,Manipur,Rural,Well,Winter,6.58,0.62,152.7,4.99,0.5,8.82,19.39,6.49,0.08,5.0,178.49,14.54,9.26,0.99,50,60,0,0,0,0,0
2024-03-18 14:30:00.600040000,WQ009095,Tripura,Rural,Well,Winter,7.64,4.03,239.33,6.11,2.04,5.06,15.1,17.52,0.58,102.9,74.1,14.94,4.19,0.94,1000,40,0,0,0,0,0
2024-03-18 15:40:05.680378696,WQ009096,Arunachal Pradesh,Rural,Hand Pump,Post-Monsoon,7.18,0.74,256.82,4.27,5.53,20.13,58.29,6.64,0.21,41.82,85.53,30.95,3.28,0.74,200,60,0,0,0,0,0
2024-03-18 16:50:10.760717384,WQ009097,Assam,Rural,Spring,Post-Monsoon,6.3,14.34,180.32,4.8,0.5,12.96,28.6,12.09,0.58,5.0,50.02,25.94,1.52,1.7,100,20,0,0,0,0,0
2024-03-18 18:00:15.841056072,WQ009098,Assam,Urban,River,Pre-Monsoon,6.74,8.52,307.39,3.64,12.73,19.42,42.23,18.24,0.05,16.95,120.93,23.45,1.86,0.5,50,20,0,0,0,0,0
2024-03-18 19:10:20.921394760,WQ009099,Arunachal Pradesh,Rural,Pond,Pre-Monsoon,5.1,20.15,56.42,9.6,13.5,14.15,48.34,7.05,0.01,108.24,66.15,25.18,10.57,0.29,500,80,0,0,0,0,0
2024-03-18 20:20:26.001733448,WQ009100,Meghalaya,Rural,Stream,Post-Monsoon,8.62,5.9,563.7,7.99,1.54,51.75,155.4,4.46,1.76,13.68,140.87,19.33,0.31,0.45,100,100,0,0,0,0,0
2024-03-18 21:30:31.082072136,WQ009101,Nagaland,Rural,Well,Post-Monsoon,7.01,3.17,409.1,4.9,1.06,79.38,268.46,21.04,0.07,35.51,190.58,25.99,8.68,0.92,50,100,0,1,0,0,1
2024-03-18 22:40:36.162410832,WQ009102,Mizoram,Rural,Spring,Winter,7.79,4.86,243.35,8.15,5.22,11.62,28.59,5.02,0.01,90.84,74.12,18.78,10.3,0.24,500,60,0,0,0,0,0
2024-03-18 23:50:41.242749520,WQ009103,Meghalaya,Rural,Hand Pump,Monsoon,7.23,3.07,430.22,1.44,5.66,86.82,252.64,0.75,1.24,73.42,15.0,27.31,4.71,0.74,200,80,1,0,0,0,1
2024-03-19 01:00:46.323088208,WQ009104,Manipur,Rural,River,Post-Monsoon,6.97,4.35,395.41,6.32,4.86,39.08,96.12,22.74,0.87,68.77,154.06,22.45,1.5,2.7,1000,80,0,0,0,0,0
2024-03-19 02:10:51.403426896,WQ009105,Assam,Rural,Hand Pump,Post-Monsoon,5.09,46.56,218.11,3.07,4.66,68.19,233.64,1.87,0.1,46.32,83.95,27.17,11.84,0.39,50,40,0,1,0,0,1
2024-03-19 03:20:56.483765584,WQ009106,Assam,Rural,Pond,Post-Monsoon,6.55,8.21,448.93,5.97,3.2,254.91,613.64,44.6,0.19,5.0,104.14,21.01,0.01,0.22,100,20,1,1,1,1,1
2024-03-19 04:31:01.564104272,WQ009107,Assam,Rural,Hand Pump,Monsoon,6.88,1.13,320.23,4.38,0.5,16.7,45.52,1.17,1.47,105.69,98.49,23.79,10.81,0.07,50,60,0,0,0,0,0
2024-03-19 05:41:06.644442968,WQ009108,Mizoram,Rural,River,Post-Monsoon,7.05,9.05,508.69,7.96,2.41,64.84,198.56,15.19,0.84,73.27,142.54,26.95,13.91,0.68,100,40,0,0,0,0,0
2024-03-19 06:51:11.724781656,WQ009109,Assam,Rural,Well,Monsoon,7.43,1.86,282.04,5.44,0.92,11.04,24.64,2.98,1.78,26.45,45.03,25.96,1.28,0.26,50,100,0,0,0,0,0
2024-03-19 08:01:16.805120344,WQ009110,Manipur,Rural,Spring,Post-Monsoon,7.0,3.47,160.8,9.48,2.54,4.89,14.32,12.9,1.11,5.0,73.15,24.02,1.69,0.23,100,60,0,0,0,0,0
2024-03-19 09:11:21.885459032,WQ009111,Arunachal Pradesh,Rural,Hand Pump,Post-Monsoon,8.47,10.8,486.68,5.77,1.01,36.93,97.23,6.93,0.1,16.04,55.62,27.73,17.14,0.29,1000,60,0,0,0,0,0
2024-03-19 10:21:26.965797720,WQ009112,Tripura,Rural,Pond,Pre-Monsoon,6.15,0.96,317.76,10.52,0.96,48.22,154.49,5.43,0.59,42.39,89.58,26.23,16.63,0.21,100,60,0,0,0,0,0
2024-03-19 11:31:32.046136408,WQ009113,Tripura,Rural,Pond,Post-Monsoon,7.41,2.42,346.56,5.12,0.84,32.33,93.85,12.17,1.76,43.75,184.32,21.93,5.4,0.41,500,40,0,0,0,0,0
2024-03-19 12:41:37.126475096,WQ009114,Tripura,Urban,River,Winter,6.18,1.52,387.23,4.5,1.98,46.84,100.68,7.38,0.11,43.79,57.78,18.52,4.83,0.57,2000,100,0,0,0,0,0
2024-03-19 13:51:42.206813792,WQ009115,Meghalaya,Rural,Hand Pump,Monsoon,7.33,35.72,212.55,6.75,1.29,237.43,532.85,18.44,0.06,5.0,113.84,21.52,0.79,0.42,1000,60,1,1,1,1,1
2024-03-19 15:01:47.287152480,WQ009116,Tripura,Rural,Well,Post-Monsoon,6.4,1.12,309.07,4.3,5.58,12.37,29.52,2.97,0.47,44.12,122.25,30.84,2.03,0.33,200,20,0,0,0,0,0
2024-03-19 16:11:52.367491168,WQ009117,Nagaland,Rural,River,Monsoon,5.19,13.43,275.13,5.64,1.45,213.75,538.17,2.29,1.77,98.33,108.85,22.04,5.61,1.31,50,40,1,1,1,1,1
2024-03-19 17:21:57.447829856,WQ009118,Arunachal Pradesh,Rural,Stream,Post-Monsoon,5.81,2.25,294.72,7.84,1.27,10.84,28.66,4.86,0.45,5.0,101.35,29.35,19.11,1.64,100,80,0,0,0,0,0
2024-03-19 18:32:02.528168544,WQ009119,Arunachal Pradesh,Urban,Pond,Pre-Monsoon,6.62,4.95,524.96,3.49,1.23,113.87,342.15,4.94,0.32,44.51,92.64,22.63,5.6,0.82,100,60,1,1,0,0,1
2024-03-19 19:42:07.608507232,WQ009120,Arunachal Pradesh,Rural,River,Pre-Monsoon,8.25,1.28,241.39,7.18,2.22,53.5,135.83,19.78,0.24,59.86,115.47,20.71,1.7,1.65,500,80,0,0,0,0,0
2024-03-19 20:52:12.688845928,WQ009121,Arunachal Pradesh,Rural,Stream,Post-Monsoon,7.59,9.92,234.43,5.93,1.25,9.5,25.55,30.94,1.1,9.04,134.62,23.83,24.44,0.08,500,80,0,0,0,0,0
2024-03-19 22:02:17.769184616,WQ009122,Tripura,Rural,Stream,Pre-Monsoon,7.36,7.21,545.85,7.32,10.72,12.52,41.93,12.39,0.33,33.91,51.1,27.39,10.45,0.13,1000,60,0,0,0,0,0
2024-03-19 23:12:22.849523304,WQ009123,Nagaland,Rural,River,Monsoon,6.55,0.78,212.07,7.02,1.78,269.26,616.06,7.81,0.15,13.42,174.97,32.72,12.29,0.57,100,80,1,1,1,1,1
2024-03-20 00:22:27.929861992,WQ009124,Arunachal Pradesh,Rural,Well,Winter,6.1,20.64,358.95,7.22,0.5,12.8,34.92,9.3,0.31,38.28,50.89,23.39,13.57,0.97,100,80,0,0,0,0,0
2024-03-20 01:32:33.010200680,WQ009125,Meghalaya,Rural,Pond,Post-Monsoon,6.25,15.64,445.85,5.48,1.21,54.19,134.98,4.33,0.24,53.3,167.59,27.02,9.69,0.5,200,100,0,0,0,0,0
2024-03-20 02:42:38.090539368,WQ009126,Arunachal Pradesh,Rural,River,Post-Monsoon,6.56,2.47,444.94,8.5,0.59,46.47,149.18,15.4,0.29,69.85,152.45,29.25,4.48,0.46,100,80,0,0,0,0,0
2024-03-20 03:52:43.170878056,WQ009127,Meghalaya,Rural,River,Post-Monsoon,6.49,2.42,153.28,8.79,1.21,37.8,77.19,17.7,0.07,31.96,152.97,26.34,1.14,0.1,100,100,0,0,0,0,0
2024-03-20 05:02:48.251216752,WQ009128,Nagaland,Rural,Pond,Winter,6.47,4.84,249.84,4.37,0.82,215.37,483.22,1.47,0.45,5.0,130.97,16.89,9.51,0.73,1000,60,1,1,1,1,1
2024-03-20 06:12:53.331555440,WQ009129,Manipur,Rural,Hand Pump,Monsoon,5.84,16.89,105.77,6.44,0.7,51.19,124.89,4.64,0.43,32.18,170.02,28.53,5.14,0.81,50,40,1,0,1,0,1
2024-03-20 07:22:58.411894128,WQ009130,Arunachal Pradesh,Urban,Pond,Monsoon,6.6,6.02,466.62,6.56,0.94,41.52,137.27,3.73,0.86,5.0,47.41,28.45,1.37,1.85,100,20,1,1,1,0,1
2024-03-20 08:33:03.492232816,WQ009131,Assam,Rural,Stream,Pre-Monsoon,6.4,11.11,496.84,7.35,6.93,63.32,192.82,21.25,0.0,12.72,44.39,25.27,9.33,0.8,200,40,0,1,0,0,1
2024-03-20 09:43:08.572571504,WQ009132,Manipur,Urban,Pond,Pre-Monsoon,7.91,0.57,490.97,6.58,0.5,72.57,190.16,22.26,0.02,52.97,229.97,24.09,3.28,0.68,50,40,1,1,0,1,1
2024-03-20 10:53:13.652910192,WQ009133,Tripura,Rural,Well,Monsoon,7.5,8.88,346.53,7.41,4.3,51.46,173.61,20.28,0.76,85.18,141.76,24.67,0.5,1.77,50,40,0,1,0,0,1
2024-03-20 12:03:18.733248888,WQ009134,Assam,Rural,Hand Pump,Post-Monsoon,7.48,5.68,317.59,6.19,0.5,88.02,237.3,21.45,0.25,42.32,54.16,26.36,9.62,0.07,2000,80,0,0,0,0,0
2024-03-20 13:13:23.813587576,WQ009135,Mizoram,Rural,River,Monsoon,6.99,28.14,271.28,10.25,0.5,33.77,74.54,19.83,0.05,26.24,131.66,21.61,3.39,0.2,1000,20,0,1,1,1,1
2024-03-20 14:23:28.893926264,WQ009136,Tripura,Rural,Stream,Post-Monsoon,5.76,14.38,136.84,6.95,1.18,53.69,163.92,6.46,0.71,25.86,115.08,26.09,8.88,0.09,1000,20,0,0,0,0,0
2024-03-20 15:33:33.974264952,WQ009137,Nagaland,Rural,Pond,Post-Monsoon,8.83,1.96,422.81,3.71,2.93,493.02,1665.02,11.9,1.15,41.3,136.08,31.57,0.15,0.22,1000,60,1,1,1,1,1
2024-03-20 16:43:39.054603640,WQ009138,Meghalaya,Rural,Stream,Monsoon,6.37,4.83,214.16,10.95,12.74,51.09,109.32,1.09,0.38,16.06,85.33,25.27,1.35,0.61,100,20,1,0,0,0,1
2024-03-20 17:53:44.134942328,WQ009139,Tripura,Rural,River,Monsoon,7.23,8.04,63.54,4.98,0.85,43.66,107.82,7.95,0.27,67.43,49.32,24.39,7.08,0.34,100,100,0,0,0,0,0
2024-03-20 19:03:49.215281024,WQ009140,Nagaland,Rural,Hand Pump,Post-Monsoon,7.67,3.9,534.07,4.54,0.84,8.23,25.15,15.05,0.09,87.67,80.27,25.99,12.75,1.66,1000,40,0,0,0,1,1
2024-03-20 20:13:54.295619712,WQ009141,Meghalaya,Rural,Hand Pump,Post-Monsoon,6.17,13.21,263.57,5.51,0.5,17.23,39.6,3.46,0.09,40.89,103.53,28.63,3.13,0.02,50,40,0,0,0,0,0
2024-03-20 21:23:59.375958400,WQ009142,Assam,Urban,Hand Pump,Post-Monsoon,6.5,0.1,384.13,6.34,7.16,8.01,20.02,4.61,0.6,25.33,94.66,26.1,4.01,0.08,50,40,0,0,0,0,0
2024-03-20 22:34:04.456297088,WQ009143,Arunachal Pradesh,Rural,Hand Pump,Monsoon,6.92,20.21,329.76,4.26,4.45,40.8,122.21,14.74,0.23,86.67,95.51,30.59,3.02,0.03,50,20,1,1,0,0,1
2024-03-20 23:44:09.536635776,WQ009144,Tripura,Rural,Hand Pump,Winter,5.76,1.74,508.55,7.06,1.76,19.36,39.63,2.47,1.38,15.03,74.74,18.45,7.16,1.11,1000,40,0,0,0,0,0
2024-03-21 00:54:14.616974464,WQ009145,Manipur,Rural,Well,Post-Monsoon,6.93,14.98,143.97,4.61,1.18,35.92,117.14,2.17,0.03,49.68,98.48,29.48,7.74,0.74,100,80,0,0,0,0,0
2024-03-21 02:04:19.697313152,WQ009146,Meghalaya,Rural,Spring,Monsoon,5.0,6.68,456.81,5.5,0.7,75.4,151.02,3.08,0.03,60.65,69.25,25.75,13.14,0.18,1000,40,0,1,0,1,1
2024-03-21 03:14:24.777651848,WQ009147,Meghalaya,Rural,Hand Pump,Pre-Monsoon,7.01,5.4,343.44,5.64,1.72,111.5,278.09,5.05,2.13,5.0,60.94,27.91,2.98,0.42,1000,40,1,1,0,1,1
2024-03-21 04:24:29.857990536,WQ009148,Meghalaya,Rural,Hand Pump,Post-Monsoon,8.1,2.79,413.63,6.35,4.64,13.39,31.81,25.47,1.69,48.82,150.79,32.6,24.09,0.28,50,60,0,0,0,0,0
2024-03-21 05:34:34.938329224,WQ009149,Meghalaya,Rural,Stream,Monsoon,6.6,9.69,293.36,7.35,3.32,6.19,19.65,13.5,0.11,5.0,176.35,26.68,14.09,0.81,1000,60,0,0,0,0,0
2024-03-21 06:44:40.018667912,WQ009150,Tripura,Rural,Spring,Winter,5.83,5.17,297.84,6.83,1.91,64.47,131.81,18.59,1.09,15.47,77.89,21.77,3.0,0.59,200,60,0,0,0,0,0
2024-03-21 07:54:45.099006600,WQ009151,Tripura,Rural,River,Post-Monsoon,6.56,9.64,478.66,6.56,2.15,1.18,3.89,23.28,1.17,31.59,98.16,23.71,5.8,0.26,50,20,0,0,0,0,0
2024-03-21 09:04:50.179345288,WQ009152,Tripura,Rural,Hand Pump,Monsoon,7.09,2.25,245.1,9.57,2.37,7.08,18.9,5.35,1.42,10.25,95.14,25.52,8.18,0.39,2000,100,0,0,0,0,0
2024-03-21 10:14:55.259683984,WQ009153,Assam,Rural,Well,Winter,7.13,3.04,276.24,4.11,4.02,15.63,48.16,18.5,0.09,59.33,165.02,17.47,19.34,0.37,50,80,0,0,0,0,0
2024-03-21 11:25:00.340022672,WQ009154,Tripura,Rural,Hand Pump,Pre-Monsoon,7.36,7.14,316.09,9.19,0.5,18.98,44.78,3.74,0.03,64.03,116.17,28.41,6.14,0.09,2000,80,0,0,0,0,0
2024-03-21 12:35:05.420361360,WQ009155,Assam,Rural,Well,Pre-Monsoon,6.86,6.22,147.17,6.51,2.05,39.04,119.73,37.62,0.05,78.41,111.71,27.11,2.37,0.75,1000,60,0,0,0,0,0
2024-03-21 13:45:10.500700048,WQ009156,Assam,Rural,Pond,Post-Monsoon,6.39,10.63,312.39,4.64,0.69,182.76,407.61,8.52,1.33,18.16,15.0,27.35,11.21,0.4,100,80,1,1,1,1,1
2024-03-21 14:55:15.581038736,WQ009157,Arunachal Pradesh,Rural,River,Post-Monsoon,7.1,15.39,320.99,4.93,6.64,94.15,283.06,20.26,0.87,5.0,74.3,24.41,1.99,1.38,100,80,1,0,0,1,1
2024-03-21 16:05:20.661377424,WQ009158,Nagaland,Rural,Well,Pre-Monsoon,7.05,0.69,446.12,6.51,6.98,0.48,1.46,18.86,0.26,25.32,205.32,22.62,13.94,0.05,1000,60,0,0,0,0,0
2024-03-21 17:15:25.741716112,WQ009159,Nagaland,Urban,Pond,Monsoon,7.42,21.9,276.24,8.62,0.91,26.62,91.36,30.25,1.09,22.16,67.66,26.67,6.9,1.14,200,40,1,1,1,0,1
2024-03-21 18:25:30.822054808,WQ009160,Meghalaya,Rural,Stream,Pre-Monsoon,6.62,2.34,86.12,9.76,5.76,12.03,36.83,9.72,1.33,5.0,80.39,23.25,12.34,3.79,100,40,0,0,0,0,0
2024-03-21 19:35:35.902393496,WQ009161,Arunachal Pradesh,Urban,River,Pre-Monsoon,7.04,4.6,354.38,5.54,5.57,40.96,133.69,20.76,0.4,53.27,38.54,28.21,12.04,1.42,500,80,0,0,0,0,0
2024-03-21 20:45:40.982732184,WQ009162,Nagaland,Urban,Well,Post-Monsoon,6.88,6.92,283.3,6.36,2.96,110.83,232.73,35.09,0.13,5.0,15.0,26.79,22.04,0.8,50,60,0,0,0,0,0
2024-03-21 21:55:46.063070872,WQ009163,Manipur,Rural,Spring,Post-Monsoon,8.82,1.14,183.87,6.31,3.74,1.77,5.12,4.05,1.76,45.97,74.71,23.85,5.31,0.47,2000,100,0,0,0,0,0
2024-03-21 23:05:51.143409560,WQ009164,Meghalaya,Rural,River,Post-Monsoon,6.4,2.98,395.22,4.28,0.5,1.47,3.72,0.9,0.08,68.59,92.02,23.5,4.38,0.08,1000,80,0,0,0,0,0
2024-03-22 00:15:56.223748248,WQ009165,Arunachal Pradesh,Rural,River,Pre-Monsoon,6.69,26.13,400.67,6.22,7.62,91.87,224.41,2.02,0.76,28.2,95.83,30.25,11.14,0.1,500,100,1,1,0,1,1
2024-03-22 01:26:01.304086944,WQ009166,Mizoram,Rural,Hand Pump,Pre-Monsoon,6.23,1.03,435.44,5.98,2.59,51.41,115.3,4.71,0.68,18.67,58.2,22.42,0.61,0.11,50,40,0,0,0,0,0
2024-03-22 02:36:06.384425632,WQ009167,Arunachal Pradesh,Urban,Stream,Monsoon,7.64,1.52,402.8,5.8,0.5,91.36,214.72,4.35,0.01,76.85,92.06,25.37,7.84,0.24,100,40,1,1,0,1,1
2024-03-22 03:46:11.464764320,WQ009168,Assam,Rural,Well,Monsoon,7.7,31.72,452.93,5.95,1.35,250.72,728.44,1.13,0.55,16.01,60.77,26.67,18.63,0.12,500,100,1,1,1,1,1
2024-03-22 04:56:16.545103008,WQ009169,Assam,Urban,Pond,Post-Monsoon,6.83,3.94,396.93,5.17,2.22,27.27,84.75,24.38,0.84,83.88,73.06,29.77,26.9,0.27,500,80,0,0,0,0,0
2024-03-22 06:06:21.625441696,WQ009170,Assam,Rural,River,Monsoon,7.55,19.66,633.18,3.32,5.84,112.62,312.19,10.13,0.12,6.88,138.14,27.8,2.2,0.27,500,60,1,1,0,0,1
2024-03-22 07:16:26.705780384,WQ009171,Assam,Rural,Pond,Monsoon,6.86,6.39,556.2,3.74,3.64,27.91,71.82,20.97,0.58,40.6,170.08,27.31,0.63,0.11,200,80,1,0,0,0,1
2024-03-22 08:26:31.786119072,WQ009172,Arunachal Pradesh,Rural,Hand Pump,Monsoon,7.16,3.87,383.22,6.77,0.5,19.38,62.81,0.37,0.06,81.41,115.14,22.1,20.85,0.66,100,80,0,0,0,0,0
2024-03-22 09:36:36.866457768,WQ009173,Assam,Rural,Spring,Monsoon,5.8,4.18,108.34,7.55,0.5,45.33,129.94,5.03,0.68,83.0,91.69,26.4,14.47,0.45,500,100,0,0,0,0,0
2024-03-22 10:46:41.946796456,WQ009174,Assam,Rural,Spring,Pre-Monsoon,7.13,1.52,611.83,7.72,0.5,35.74,114.8,5.68,2.17,34.17,99.58,25.63,1.36,1.03,1000,100,0,0,0,0,0
