sample_date,state,location_type,water_source,season,ph,turbidity_ntu,tds_mg_l,dissolved_oxygen_mg_l,bod_mg_l,fecal_coliform_mpn,total_coliform_mpn,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,hardness_mg_l,temperature_c,arsenic_ug_l,iron_mg_l,population_served,sanitation_access_percent,cholera_outbreak,typhoid_outbreak,dysentery_outbreak,hepatitis_a_outbreak,overall_outbreak
2024-07-12,Manipur,Rural,Well,Monsoon,5.84,0.47,124.6,3.11,2.74,164.3,302.9,5.24,0.353,76.5,23.2,23.4,17.59,1.358,500,60,1,1,1,0,1
2024-10-30,Nagaland,Rural,Spring,Monsoon,8.23,6.34,178.8,8.92,2.57,3.2,8.7,19.86,0.01,1.0,107.3,27.8,0.16,0.685,2000,60,0,0,0,0,0
2024-09-27,Meghalaya,Rural,Stream,Monsoon,6.46,26.98,633.6,7.73,5.61,53.7,114.4,7.57,1.206,50.2,81.5,25.0,1.63,0.521,1000,80,1,0,0,0,1
2024-04-10,Assam,Rural,Spring,Monsoon,6.72,1.44,517.7,7.9,3.02,19.0,35.8,10.9,0.247,1.0,66.0,25.7,5.25,0.544,50,60,0,0,0,0,0
2023-10-06,Meghalaya,Rural,River,Winter,6.1,5.72,650.9,6.05,0.5,10.4,23.2,12.51,0.834,25.6,135.5,20.0,2.01,2.429,100,60,0,0,0,0,0
2023-09-16,Nagaland,Urban,Stream,Monsoon,7.12,18.8,618.7,7.03,1.52,224.7,394.7,3.68,0.332,50.7,86.2,26.9,1.37,0.278,100,40,0,1,1,1,1
2024-02-26,Nagaland,Rural,Rainwater,Pre-Monsoon,5.79,3.85,348.2,5.61,0.5,68.5,178.1,32.25,0.205,39.3,36.6,26.0,0.11,1.057,50,60,0,0,0,0,0
2023-01-20,Meghalaya,Rural,Hand Pump,Winter,5.97,1.14,1001.7,8.34,0.5,48.4,130.4,15.03,0.356,1.0,65.3,12.0,0.86,1.565,2000,60,0,0,0,0,0
2023-08-04,Nagaland,Rural,Pond,Pre-Monsoon,8.22,9.14,325.0,4.92,4.41,370.7,729.8,22.21,0.187,12.2,146.4,24.4,0.12,0.11,200,80,1,1,1,1,1
2024-07-20,Mizoram,Rural,River,Pre-Monsoon,7.71,20.1,488.9,10.66,2.8,14.5,30.6,18.2,0.369,32.2,82.7,27.0,4.63,0.571,1000,100,0,0,0,0,0
2023-11-16,Assam,Rural,Spring,Pre-Monsoon,6.13,2.42,238.3,7.91,1.15,37.6,75.2,36.72,0.964,18.7,30.4,22.5,11.95,0.01,500,60,0,0,0,0,0
2023-02-19,Tripura,Rural,River,Monsoon,6.2,46.34,380.0,6.25,1.53,145.4,366.6,47.61,0.12,77.6,85.9,24.3,5.17,0.784,50,100,1,1,1,1,1
2023-10-10,Manipur,Rural,Hand Pump,Pre-Monsoon,6.91,4.14,281.0,5.1,0.82,111.7,187.6,15.15,0.706,40.1,132.7,21.7,4.46,0.172,500,100,0,0,0,1,1
2023-01-08,Tripura,Urban,Well,Post-Monsoon,5.6,1.96,167.3,2.63,0.5,57.7,127.1,5.01,0.821,23.9,57.9,26.0,6.28,0.66,100,20,1,1,0,0,1
2024-05-05,Nagaland,Urban,Hand Pump,Monsoon,5.08,9.46,471.6,7.26,0.96,102.2,176.4,20.27,0.892,37.1,77.2,24.7,0.04,0.751,200,80,1,0,0,0,1
2023-06-20,Tripura,Rural,River,Pre-Monsoon,6.87,24.49,253.7,6.42,3.9,11.6,18.2,21.61,0.513,52.8,118.2,29.5,24.89,3.875,100,40,0,0,0,1,1
2024-09-26,Sikkim,Rural,River,Monsoon,5.62,57.7,326.2,2.76,1.27,89.2,169.8,18.25,0.329,27.4,104.6,22.9,20.53,0.844,100,40,1,1,1,1,1
2023-06-06,Assam,Rural,Hand Pump,Pre-Monsoon,5.86,16.45,480.8,5.14,0.5,1.8,4.8,6.39,0.317,7.7,10.0,24.0,14.78,1.657,500,40,0,1,0,0,1
2024-05-16,Tripura,Rural,Well,Monsoon,7.24,17.89,349.8,7.15,4.31,122.9,330.3,11.62,1.273,1.0,51.3,24.2,11.21,0.318,100,80,1,1,0,0,1
2023-05-12,Assam,Rural,Stream,Monsoon,6.22,10.73,303.8,6.27,1.03,31.1,47.6,11.55,0.556,9.7,82.0,23.7,2.97,0.051,200,60,0,0,0,0,0
2024-04-26,Assam,Rural,Stream,Winter,6.9,51.01,420.4,11.01,0.5,81.7,172.3,35.0,0.306,97.8,40.0,17.0,8.69,1.89,100,60,0,0,0,0,0
2023-12-03,Meghalaya,Urban,Stream,Winter,7.08,6.56,60.1,6.58,2.08,11.4,27.0,31.88,2.473,113.8,114.4,17.4,0.02,0.076,200,80,0,0,0,0,0
2023-08-21,Assam,Rural,River,Pre-Monsoon,7.24,13.74,326.5,8.01,2.6,3.3,8.3,24.03,0.368,76.6,118.6,26.3,14.52,0.592,50,100,0,0,0,0,0
2023-07-27,Sikkim,Rural,Spring,Post-Monsoon,6.07,2.95,477.9,6.29,5.16,55.1,164.3,30.02,0.619,38.4,52.0,24.5,0.92,2.935,2000,60,0,0,0,0,0
2023-01-16,Arunachal Pradesh,Rural,Hand Pump,Monsoon,6.14,20.76,120.2,4.79,0.95,174.9,441.3,23.58,0.01,36.8,146.5,26.0,5.98,2.053,2000,20,1,1,1,1,1
2024-10-29,Meghalaya,Rural,Stream,Monsoon,4.71,37.71,431.3,6.84,2.22,7.4,17.0,60.55,0.048,44.7,122.8,27.2,10.15,2.658,2000,40,0,1,0,1,1
2023-03-02,Nagaland,Rural,Hand Pump,Pre-Monsoon,6.44,0.98,312.5,6.24,2.26,99.7,257.8,10.16,0.025,5.1,107.1,27.2,4.63,2.539,200,60,0,0,0,1,1
2023-07-26,Tripura,Rural,River,Winter,6.43,14.4,460.5,6.12,5.79,60.5,129.0,10.73,0.197,42.0,128.3,16.6,2.54,0.164,100,20,0,0,0,1,1
2023-11-24,Mizoram,Urban,Hand Pump,Post-Monsoon,6.96,0.19,370.2,7.49,5.48,94.2,180.2,11.7,0.282,36.1,39.7,35.0,29.07,0.185,200,20,0,0,1,0,1
2024-10-22,Nagaland,Rural,Spring,Pre-Monsoon,6.62,0.95,182.3,7.69,3.48,117.7,230.2,33.94,0.718,10.9,80.3,24.4,8.9,1.409,1000,20,1,1,0,0,1
2024-09-30,Assam,Urban,Pond,Winter,5.91,59.8,132.8,0.5,3.6,152.1,260.5,3.48,0.232,1.0,63.2,17.7,1.31,0.632,500,20,1,1,1,1,1
2023-03-16,Manipur,Rural,Spring,Monsoon,6.28,19.31,106.9,9.13,3.95,69.4,177.5,11.41,0.62,67.3,29.3,26.4,1.27,2.044,100,100,0,1,0,1,1
2023-07-29,Manipur,Rural,River,Post-Monsoon,7.44,22.06,202.5,3.67,2.18,38.6,89.2,24.28,0.045,84.0,131.5,24.5,16.55,0.311,50,40,0,0,0,0,0
2024-12-23,Tripura,Rural,Well,Monsoon,7.07,3.13,225.0,5.6,4.25,118.1,253.8,11.03,0.737,76.0,50.6,24.6,10.42,0.749,200,60,1,0,0,0,1
2024-09-22,Arunachal Pradesh,Urban,Well,Winter,6.69,3.53,424.5,6.31,1.44,1.2,1.9,14.01,0.804,69.6,126.9,17.7,2.32,0.97,500,60,0,0,0,0,0
2023-02-23,Arunachal Pradesh,Rural,River,Monsoon,7.83,25.35,324.8,6.55,0.94,133.6,250.5,7.64,0.412,79.3,111.2,25.2,11.93,0.741,100,80,1,1,0,1,1
2024-04-22,Tripura,Rural,River,Monsoon,5.73,7.98,415.8,5.45,8.16,57.4,110.5,14.95,0.409,1.0,71.9,19.2,2.49,0.3,200,60,1,0,0,0,1
2023-12-17,Nagaland,Rural,River,Pre-Monsoon,6.04,3.99,125.2,6.94,0.69,78.1,120.3,27.68,0.109,64.2,130.3,24.4,3.66,0.627,100,20,0,1,0,1,1
2024-02-21,Sikkim,Rural,Well,Monsoon,5.81,50.42,193.8,6.07,0.5,20.7,54.2,44.48,0.428,1.0,90.3,21.7,8.98,2.061,200,100,1,1,0,0,1
2023-10-20,Assam,Rural,Stream,Monsoon,5.39,21.12,59.7,8.59,2.38,91.9,148.9,24.98,0.044,4.6,132.2,27.3,1.02,1.211,100,60,0,0,0,1,1
2024-02-04,Meghalaya,Rural,Spring,Pre-Monsoon,7.8,6.4,531.6,7.04,0.74,61.1,171.4,19.79,1.281,35.5,94.8,24.4,1.0,1.419,500,60,0,0,0,0,0
2024-06-20,Assam,Rural,Hand Pump,Post-Monsoon,6.05,3.75,214.2,6.68,3.3,62.8,160.8,6.93,0.087,1.0,132.4,31.3,5.52,0.461,500,60,0,0,0,0,0
2023-06-15,Arunachal Pradesh,Rural,Hand Pump,Post-Monsoon,6.12,2.89,554.0,6.75,9.6,99.2,258.0,14.85,0.181,25.4,50.0,28.4,23.99,0.288,1000,40,0,0,0,0,0
2023-08-20,Manipur,Rural,Well,Pre-Monsoon,6.67,0.62,430.1,6.18,0.5,51.3,140.5,5.42,1.315,52.1,134.9,28.0,12.97,0.01,1000,60,0,0,0,0,0
2023-05-16,Assam,Rural,Spring,Monsoon,6.07,10.01,269.7,7.99,1.0,91.1,160.5,36.71,0.14,58.9,194.9,24.4,9.22,0.192,100,20,0,1,1,1,1
2024-03-14,Sikkim,Rural,Stream,Monsoon,4.57,4.9,617.5,5.67,0.5,4.5,11.6,6.81,0.982,1.0,88.5,26.1,10.13,0.439,2000,20,0,0,0,0,0
2024-12-08,Manipur,Urban,River,Winter,6.97,3.43,216.9,3.39,7.22,34.5,53.8,9.98,0.486,9.2,95.3,13.0,19.76,0.327,100,20,0,0,0,0,0
2023-06-13,Arunachal Pradesh,Rural,Hand Pump,Winter,7.59,0.77,882.8,6.81,6.42,105.7,186.5,6.56,0.433,29.1,106.2,19.2,24.33,1.369,1000,100,0,0,0,0,0
2024-11-27,Assam,Rural,Spring,Monsoon,5.53,34.95,327.8,8.52,1.96,70.1,200.8,60.61,0.814,22.0,94.0,23.7,17.55,0.077,50,60,1,1,0,1,1
2024-09-26,Tripura,Rural,Stream,Post-Monsoon,7.35,23.8,329.3,7.97,1.69,133.0,396.3,17.38,0.484,56.3,91.8,25.1,10.17,0.578,500,80,1,1,0,1,1
2023-12-17,Manipur,Rural,Stream,Winter,6.4,1.59,134.7,8.07,10.07,10.0,15.3,19.71,2.644,47.4,80.7,18.6,5.57,0.013,100,20,0,0,0,0,0
2024-04-14,Tripura,Rural,Hand Pump,Post-Monsoon,7.95,1.79,60.4,5.8,1.39,13.4,25.6,20.07,0.192,3.4,94.2,30.9,5.9,0.895,100,40,0,0,0,0,0
2024-07-28,Nagaland,Urban,Hand Pump,Monsoon,6.53,28.33,813.8,4.15,1.17,89.3,150.4,3.97,0.353,3.2,128.1,27.7,3.35,1.605,500,40,1,1,1,1,1
2023-09-13,Mizoram,Rural,Spring,Pre-Monsoon,6.91,4.3,423.2,6.98,0.5,137.5,290.0,34.51,0.01,104.7,159.0,29.3,24.05,0.669,200,100,0,0,0,0,0
2023-04-02,Meghalaya,Rural,Stream,Monsoon,6.99,150.0,667.3,6.64,1.73,4.7,12.9,7.77,0.01,22.4,105.9,21.4,2.13,0.015,500,80,0,0,0,0,0
2023-11-03,Mizoram,Rural,Hand Pump,Pre-Monsoon,6.55,2.51,59.0,6.45,0.5,21.6,43.9,41.7,0.288,21.7,155.5,22.8,5.18,0.337,50,40,0,0,0,0,0
2023-06-12,Assam,Urban,Hand Pump,Winter,6.7,9.15,411.3,6.78,5.06,5.2,11.2,2.94,0.563,76.9,106.5,24.5,10.13,1.232,500,60,0,0,0,0,0
2023-06-03,Assam,Rural,Spring,Post-Monsoon,6.73,8.22,128.5,7.22,5.81,5.7,11.1,21.29,1.51,45.0,30.9,27.7,0.32,1.142,1000,40,0,0,0,0,0
2024-09-01,Assam,Rural,River,Pre-Monsoon,6.89,15.35,175.8,5.81,0.5,55.1,100.7,12.05,0.64,109.5,140.1,27.9,0.36,0.983,200,60,0,1,0,0,1
2023-06-01,Meghalaya,Urban,River,Winter,5.99,0.52,385.6,5.44,2.39,13.2,25.2,42.93,0.529,6.1,154.6,19.6,4.59,1.256,50,40,0,0,0,0,0
2023-10-25,Meghalaya,Rural,Stream,Monsoon,5.84,0.68,295.1,5.19,0.5,5.4,15.3,15.97,0.692,49.5,100.2,25.5,5.74,1.685,500,80,0,0,0,0,0
2024-03-12,Mizoram,Rural,Pond,Monsoon,9.11,18.14,383.7,2.43,0.89,61.2,122.2,5.96,0.476,61.2,115.2,26.2,7.73,0.685,200,40,1,1,1,1,1
2023-06-25,Nagaland,Rural,Well,Pre-Monsoon,6.54,0.74,209.7,8.32,0.5,56.0,166.5,8.02,0.235,1.0,53.7,21.6,7.7,0.01,100,60,0,0,0,0,0
2024-12-27,Meghalaya,Rural,Pond,Pre-Monsoon,8.84,3.35,269.4,3.67,8.98,47.1,107.2,17.82,0.172,35.3,125.8,25.0,1.75,1.116,2000,80,0,0,0,0,0
2024-12-30,Nagaland,Rural,Well,Winter,6.85,1.54,476.8,4.0,3.05,54.2,121.0,8.99,2.299,1.0,103.7,16.4,0.26,0.067,100,40,0,1,0,0,1
2023-06-08,Assam,Rural,Spring,Pre-Monsoon,5.67,1.82,502.7,8.89,3.76,166.6,288.6,14.39,0.18,1.0,46.0,31.5,19.41,2.295,50,80,0,0,0,0,0
2023-12-05,Assam,Rural,Spring,Monsoon,6.85,5.97,481.3,7.45,0.5,82.6,189.9,6.38,0.123,1.0,105.1,23.6,1.67,0.168,100,40,0,1,1,0,1
2023-07-24,Nagaland,Rural,River,Post-Monsoon,6.71,1.76,292.9,4.92,2.61,44.7,118.9,31.09,0.485,63.8,170.8,27.5,13.68,0.276,200,100,0,0,0,0,0
2024-02-22,Nagaland,Rural,Hand Pump,Winter,6.95,1.43,560.6,9.28,0.81,61.5,102.8,13.83,0.739,36.4,56.3,13.7,11.52,0.52,50,40,0,0,0,0,0
2023-07-07,Mizoram,Rural,Stream,Pre-Monsoon,8.04,8.67,553.2,5.57,0.5,6.4,12.1,12.59,0.18,49.8,241.4,31.6,3.64,0.829,100,60,0,0,0,0,0
2024-03-27,Meghalaya,Rural,River,Monsoon,5.76,5.7,281.2,0.56,0.92,4.4,11.2,37.7,0.451,68.8,48.2,26.9,17.11,1.334,1000,60,0,0,0,0,0
2023-12-22,Manipur,Rural,River,Post-Monsoon,7.36,8.44,289.8,9.48,0.95,28.3,45.1,38.72,0.24,1.0,169.1,30.7,14.07,0.95,50,20,0,0,0,0,0
2024-09-20,Manipur,Rural,Hand Pump,Pre-Monsoon,6.53,2.24,642.7,7.59,5.33,101.1,250.8,6.7,0.308,81.8,151.0,32.5,7.52,4.751,2000,60,1,0,0,1,1
2024-06-24,Sikkim,Rural,Spring,Pre-Monsoon,6.12,0.17,154.5,8.8,2.52,10.8,16.5,34.77,0.076,13.9,38.9,28.0,4.54,0.275,500,40,0,0,0,0,0
2023-03-14,Assam,Rural,River,Winter,7.79,18.21,190.0,6.12,0.5,29.2,55.0,19.02,0.209,1.0,104.2,14.8,7.13,0.722,50,80,0,0,0,0,0
2024-10-26,Tripura,Rural,Well,Pre-Monsoon,5.97,2.28,50.0,3.67,1.3,31.0,73.2,10.1,0.399,23.5,46.3,23.5,2.37,0.582,200,20,0,0,0,0,0
2023-02-17,Nagaland,Rural,Hand Pump,Monsoon,6.7,10.13,286.1,6.35,4.33,0.9,2.7,6.88,0.049,1.0,29.5,23.4,4.66,0.196,500,40,0,0,0,0,0
2023-09-23,Sikkim,Rural,River,Pre-Monsoon,6.59,1.41,273.4,4.1,0.5,203.5,313.6,20.83,0.275,1.0,69.2,28.4,13.86,0.804,100,40,0,1,0,1,1
2024-06-22,Assam,Rural,Stream,Pre-Monsoon,6.05,0.81,391.1,5.11,0.5,17.2,51.1,33.5,0.714,43.9,203.7,28.6,9.68,0.991,1000,40,0,0,0,0,0
2024-05-25,Tripura,Rural,Hand Pump,Monsoon,5.97,4.5,256.3,4.14,4.92,67.7,176.1,29.33,0.01,6.6,75.0,24.2,2.0,0.058,1000,100,1,0,0,0,1
2024-07-07,Meghalaya,Rural,River,Monsoon,6.55,24.09,213.9,7.72,3.76,84.7,221.6,11.08,0.426,26.9,138.3,22.9,8.58,0.373,500,20,1,1,1,1,1
2024-05-21,Tripura,Rural,Hand Pump,Pre-Monsoon,6.12,4.52,290.5,7.09,1.53,15.1,25.9,13.04,0.306,3.7,87.6,26.6,2.55,3.465,50,100,0,0,0,0,0
2023-08-17,Assam,Rural,Spring,Monsoon,5.73,6.12,508.9,7.34,1.65,94.4,156.6,15.57,0.203,1.0,156.2,27.5,1.35,1.642,100,20,1,1,1,0,1
2024-09-17,Assam,Rural,Well,Monsoon,6.67,48.68,94.0,2.38,1.56,63.6,161.6,27.61,0.706,11.6,14.1,22.4,21.94,0.504,100,100,1,1,0,0,1
2023-12-15,Nagaland,Rural,Well,Winter,7.63,8.83,51.4,4.71,0.5,114.8,252.3,12.63,0.346,17.9,36.1,20.8,1.64,0.023,200,60,0,0,0,0,0
2024-12-15,Meghalaya,Rural,Well,Winter,6.49,4.58,165.6,4.35,1.37,10.0,17.5,50.57,0.295,30.4,47.3,22.4,0.74,3.159,50,60,0,0,0,0,0
2024-10-10,Assam,Rural,River,Monsoon,6.88,51.18,210.9,10.25,2.63,84.0,240.2,8.25,0.127,1.9,84.1,25.2,6.46,0.34,100,80,1,0,1,1,1
2023-08-17,Meghalaya,Rural,Spring,Post-Monsoon,6.42,4.13,216.9,7.01,1.98,18.7,33.9,15.91,0.566,71.7,43.9,29.5,0.12,1.03,100,40,0,0,0,0,0
2024-03-12,Assam,Rural,Stream,Monsoon,6.3,36.25,141.3,6.48,0.5,18.1,35.9,7.85,0.212,1.0,194.1,27.3,13.75,0.99,100,60,0,0,0,0,0
2023-11-22,Sikkim,Rural,Spring,Monsoon,5.15,20.61,354.2,6.62,2.88,82.5,189.1,5.51,0.153,24.1,82.8,28.1,3.22,0.895,2000,60,1,1,0,1,1
2023-06-29,Nagaland,Rural,Rainwater,Pre-Monsoon,6.92,2.29,321.3,4.9,0.65,16.2,43.7,12.34,0.27,64.8,78.4,25.8,13.74,0.134,2000,100,0,0,0,0,0
2023-12-13,Mizoram,Rural,River,Post-Monsoon,6.21,22.62,196.0,6.06,0.59,21.4,32.6,8.01,0.359,73.5,10.0,27.9,7.75,1.225,500,20,0,0,0,0,0
2024-10-09,Meghalaya,Rural,Well,Monsoon,7.23,5.1,558.5,6.39,0.81,90.6,226.2,20.33,0.291,36.5,67.6,26.0,18.17,1.433,50,20,1,1,1,1,1
2023-12-19,Arunachal Pradesh,Rural,Rainwater,Winter,7.35,12.99,52.1,4.77,0.5,6.1,18.0,53.27,0.226,93.5,60.2,20.7,6.78,1.456,50,60,0,0,0,0,0
2024-03-29,Tripura,Rural,Rainwater,Pre-Monsoon,7.37,3.17,350.8,5.05,2.67,107.3,265.5,14.16,1.191,6.1,64.3,25.7,1.15,1.526,50,80,1,0,0,0,1
2023-10-02,Nagaland,Rural,Well,Winter,6.48,8.93,445.3,8.2,3.77,25.0,44.4,14.82,0.799,60.7,152.3,15.1,2.76,1.063,500,40,0,0,0,0,0
2024-08-09,Tripura,Rural,Spring,Monsoon,6.1,2.54,122.7,6.14,0.5,145.3,313.9,7.81,0.171,3.3,67.4,26.3,14.32,0.879,50,60,1,0,0,0,1
2023-08-26,Manipur,Urban,River,Pre-Monsoon,6.27,0.69,425.2,7.28,0.5,24.9,70.3,1.99,0.515,74.6,41.6,29.4,0.71,1.421,2000,20,0,0,0,1,1
2023-05-01,Tripura,Rural,Hand Pump,Monsoon,6.56,10.63,183.1,1.04,1.51,26.6,40.4,34.61,1.012,70.5,50.8,25.2,23.77,2.281,500,40,0,0,1,0,1
2024-05-04,Assam,Rural,Hand Pump,Winter,6.18,18.2,715.1,5.11,1.88,10.9,27.1,22.58,0.093,27.8,102.0,16.5,2.16,0.654,2000,40,0,0,0,0,0
2024-07-26,Assam,Rural,Stream,Monsoon,6.43,12.99,409.4,9.32,2.0,9.2,24.2,25.08,0.336,45.0,127.5,24.2,4.65,0.742,1000,60,0,0,0,0,0
2024-07-03,Nagaland,Rural,Hand Pump,Post-Monsoon,5.59,2.63,590.3,6.79,2.32,14.9,39.1,19.18,0.127,4.3,199.3,24.4,9.38,1.359,2000,40,0,0,0,0,0
2024-02-16,Tripura,Rural,River,Monsoon,7.57,58.83,194.1,4.51,2.37,9.5,28.2,62.71,0.527,12.0,102.1,27.5,12.96,0.171,50,40,0,1,0,1,1
2024-11-09,Assam,Rural,Hand Pump,Winter,5.13,7.61,732.7,7.11,0.5,39.6,71.0,18.31,0.645,44.1,10.0,14.7,34.87,1.381,50,60,0,0,0,0,0
2024-04-24,Meghalaya,Rural,Pond,Pre-Monsoon,6.48,3.51,395.3,4.33,0.5,2.0,4.5,10.79,0.501,1.0,131.8,25.1,17.05,0.546,50,20,0,0,0,0,0
2024-05-31,Tripura,Rural,Spring,Monsoon,6.2,5.87,122.9,5.86,5.65,30.3,61.6,37.72,0.032,1.0,110.7,25.7,0.79,2.055,50,40,0,0,0,0,0
2024-07-31,Mizoram,Rural,Well,Post-Monsoon,6.64,1.93,134.9,5.43,12.27,157.2,314.0,14.08,0.014,1.0,88.5,27.0,2.09,1.299,50,80,1,1,0,0,1
2023-09-06,Assam,Rural,Hand Pump,Pre-Monsoon,6.43,0.68,520.1,9.18,0.88,86.8,186.4,31.65,0.272,8.8,212.6,21.8,31.23,1.287,1000,20,0,1,1,1,1
2023-04-18,Meghalaya,Rural,River,Monsoon,7.82,14.16,366.2,5.72,1.09,80.2,212.7,34.32,0.017,1.0,72.9,21.7,0.4,0.358,50,60,0,0,1,1,1
2024-03-02,Mizoram,Rural,River,Monsoon,6.21,2.34,516.8,4.73,4.38,117.9,258.1,9.42,0.129,28.5,82.1,25.1,26.02,0.416,50,40,1,1,1,1,1
2023-12-03,Nagaland,Rural,Well,Monsoon,7.26,5.35,422.0,5.87,1.84,364.9,571.3,8.36,0.62,11.1,76.3,26.8,4.72,0.439,500,60,1,1,1,1,1
2023-07-03,Assam,Rural,River,Post-Monsoon,7.37,7.95,440.1,8.26,0.67,67.8,190.6,11.13,0.45,51.6,160.6,21.2,1.11,1.991,100,20,0,0,0,1,1
2024-12-24,Mizoram,Rural,Rainwater,Pre-Monsoon,6.7,4.93,502.3,6.54,6.53,30.4,76.4,30.67,0.269,31.3,150.0,30.5,7.35,1.195,200,100,0,0,0,0,0
2023-01-12,Tripura,Rural,Pond,Pre-Monsoon,6.13,25.8,506.1,3.54,3.73,48.6,89.4,6.06,0.704,74.1,110.0,19.8,4.09,1.106,200,20,1,1,1,0,1
2024-03-22,Tripura,Rural,Stream,Monsoon,5.22,108.64,56.6,5.22,0.84,171.4,500.8,11.47,0.192,41.9,45.7,26.2,0.98,0.27,50,60,1,1,1,1,1
2023-10-20,Sikkim,Rural,Stream,Post-Monsoon,6.62,0.83,331.0,6.36,0.5,63.6,185.4,7.04,1.107,92.6,74.4,29.4,3.91,1.087,500,80,0,0,0,0,0
2023-01-13,Arunachal Pradesh,Rural,Hand Pump,Monsoon,7.33,29.7,574.1,6.02,0.5,28.1,71.8,10.22,0.628,12.3,117.1,23.3,4.85,0.854,100,60,0,0,0,0,0
2023-05-18,Meghalaya,Rural,Hand Pump,Monsoon,5.61,11.43,638.1,6.29,1.57,149.0,370.6,7.08,0.43,92.3,27.0,25.0,3.93,1.088,200,60,1,1,0,1,1
2024-05-02,Assam,Rural,River,Pre-Monsoon,6.24,1.08,380.2,2.87,0.62,139.4,310.8,10.19,0.136,113.2,19.1,29.6,12.21,0.276,200,40,1,1,0,1,1
2024-05-23,Meghalaya,Rural,River,Post-Monsoon,7.34,3.76,456.4,7.34,3.3,167.3,349.5,8.33,0.254,51.3,49.6,28.3,29.12,0.064,50,40,0,1,0,0,1
2023-03-05,Assam,Rural,Hand Pump,Monsoon,5.41,3.0,582.6,4.43,1.59,244.5,584.3,14.59,0.275,1.0,138.3,29.4,21.9,1.632,200,40,1,1,1,1,1
2024-10-29,Assam,Rural,Well,Monsoon,5.19,11.75,239.3,7.05,4.6,40.2,77.6,22.48,0.516,1.0,54.2,25.1,21.44,0.752,500,60,0,0,0,0,0
2023-10-27,Meghalaya,Rural,River,Monsoon,5.28,6.07,546.3,7.13,7.69,133.8,397.9,15.69,0.763,29.9,115.0,23.4,1.53,0.812,500,100,1,0,0,1,1
2024-06-17,Arunachal Pradesh,Rural,Hand Pump,Post-Monsoon,6.52,1.02,172.5,7.55,2.42,144.3,320.1,33.49,0.363,1.0,72.1,32.9,9.65,0.785,100,100,0,0,0,0,0
2024-02-23,Arunachal Pradesh,Rural,Pond,Winter,7.37,17.51,421.3,5.3,0.5,643.5,1639.1,5.39,0.852,57.9,98.9,19.1,20.37,0.902,500,60,1,1,1,0,1
2024-09-14,Tripura,Rural,River,Pre-Monsoon,6.59,8.38,481.2,6.85,4.38,59.6,147.9,69.55,0.412,11.6,133.5,30.6,2.08,0.319,200,80,0,0,0,0,0
2024-03-24,Tripura,Rural,Stream,Monsoon,5.14,71.47,488.4,6.91,4.27,124.1,330.6,8.45,0.688,1.0,55.1,24.0,6.33,0.95,100,40,1,1,1,1,1
2023-08-06,Assam,Rural,Well,Post-Monsoon,7.08,5.73,50.0,4.31,2.03,28.6,56.9,5.79,0.988,28.7,78.8,28.8,12.16,0.353,50,20,0,0,0,0,0
2023-03-16,Assam,Rural,Stream,Winter,7.58,14.32,410.5,5.34,0.5,30.5,50.5,7.63,0.9,1.0,29.9,17.6,29.72,0.143,50,20,0,0,0,0,0
2023-07-29,Assam,Rural,Stream,Winter,5.66,21.33,686.3,7.66,3.4,283.2,834.0,24.9,0.976,78.7,46.1,20.2,2.47,0.147,2000,60,1,1,1,1,1
2023-05-07,Manipur,Rural,Hand Pump,Post-Monsoon,7.22,9.55,141.7,4.84,6.84,16.3,29.7,9.38,0.823,33.5,75.9,24.8,1.15,0.487,5000,40,0,0,0,0,0
2023-12-12,Assam,Rural,Stream,Pre-Monsoon,6.74,3.48,50.0,6.14,0.92,63.7,146.0,31.04,0.195,10.2,139.6,28.1,1.57,0.022,200,60,0,0,0,1,1
2024-01-08,Arunachal Pradesh,Rural,Hand Pump,Pre-Monsoon,6.35,4.5,411.6,6.1,3.3,8.1,14.9,20.7,0.274,1.0,111.7,24.2,0.18,0.727,100,100,0,0,0,0,0
2023-06-14,Nagaland,Rural,River,Pre-Monsoon,5.42,7.46,387.0,8.68,0.5,29.5,67.8,13.03,0.392,1.0,100.1,27.1,0.69,0.888,2000,60,0,0,0,0,0
2023-11-11,Assam,Rural,Spring,Pre-Monsoon,6.34,3.73,462.9,7.33,0.5,78.9,122.0,7.73,1.021,57.4,167.7,26.6,6.58,0.276,200,80,0,0,0,1,1
2023-03-31,Assam,Rural,Stream,Pre-Monsoon,8.03,38.43,509.0,7.74,6.72,20.4,45.1,16.59,0.076,22.9,217.4,24.7,28.48,1.076,50,20,0,0,0,1,1
2024-03-01,Nagaland,Rural,Rainwater,Monsoon,6.24,34.11,50.0,5.61,1.8,153.2,278.9,10.25,0.254,37.7,146.6,25.9,19.22,3.714,500,20,1,1,1,1,1
2023-08-08,Arunachal Pradesh,Rural,Spring,Post-Monsoon,6.64,2.1,291.3,6.11,1.44,41.3,108.9,9.93,0.968,26.6,67.6,29.4,0.01,0.557,100,100,0,0,0,0,0
2023-05-09,Manipur,Urban,Hand Pump,Monsoon,5.94,25.21,357.5,6.66,10.32,23.1,48.6,6.74,1.02,64.7,155.2,24.9,5.34,0.914,100,80,0,0,0,0,0
2023-01-29,Meghalaya,Urban,River,Monsoon,6.65,42.12,313.8,3.79,1.37,97.2,276.1,20.82,0.597,4.9,10.0,24.5,7.9,1.254,50,60,0,1,1,1,1
